Index	Time	Speaker	Speech Segment	Open code(s)	Axial code(s)
679	"01:42:05"	"Speaker 1"	"Do you have a win ratio yet? Do you have a win ratio yet?"	"Win ratio"	"Hackathon features"
680	"01:42:10"	"Speaker 2"	"No, I'm trying to rack."	""	""
681	"01:42:13"	"Speaker 1"	"Okay, so that's why you wanna win"	""	""
682	"01:42:14"	"Speaker 2"	"To win, yeah, also."	""	""
683	"01:42:16"	"Speaker 1"	"It's either that you're trying to protect your ratio or you want to start your ratio."	""	""
684	"01:42:22"	"Speaker 2"	"Yeah, yeah. I don't want to, like, tell you guys later that \"I oh shit guys, I wish we should compete. And I just fucked up.\" So yeah."	"Individual goal to win, Concern for team goal, Alignment of individual goal with team goal"	"Individual goal, Team goal, Alignment of goals"
685	"01:42:23"	"Speaker 1"	"I need"	""	""
686	"01:42:28"	"Speaker 4"	"That's that's fair."	""	""
687	"01:42:30"	"Speaker 2"	"Yeah. So."	""	""
688	"01:42:35"	"Speaker 1"	"Thank you."	""	""
689	"01:42:35"	"Speaker 2"	"OK."	""	""
690	"01:42:39"	"Speaker 3"	"I'll I'll probably try and think of ideas because I might stay up, so in case."	""	""
691	"01:42:45"	"Speaker 2"	"Now I think I think the idea is cool, it's just that it's very like good for learning, and not for the prize category. Yeah, which is fine. Like, it's totally fine. I'm thinking about it for myself now."	"Individual goal to win, Alignment of project with team goal, Awareness of selfish motivation"	"Individual goal, Alignment of goals, Self-awareness"
692	"01:43:03"	"Speaker 2"	"Hmm"	""	""
693	"01:43:08"	"Speaker 3"	"Yeah man, this is difficult"	""	""
694	"01:43:23"	"Speaker 1"	"How was your workshop by the way, did you learn? Was your machine learning?"	""	""
695	"01:43:24"	"Speaker 3"	"Honestly, no"	""	""
696	"01:43:25"	"Speaker 1"	"Why not?"	""	""
697	"01:43:26"	"Speaker 3"	"Yeah, well, this is what, like it was, most of the stuff that I kind of knew like they just talked about data and why it's important and how you can get data. But just like. But I was really expecting sort of like practical stuff like, I don't know, maybe."	""	""
698	"01:43:44"	"Speaker 1"	"Less basic."	""	""
699	"01:43:47"	"Speaker 3"	"Something we would do something so. It's OK though. I still went to check it out, which is nice."	""	""
700	"01:43:54"	"Speaker 1"	"Did you get because you know you get stickers? When you every time you go to a workshop, you can win a sticker like you know those."	""	""
701	"01:44:07"	"Speaker 3"	"Oh, the scavenger hunt thing. Completely forgot about that until now. It's cool. I'll go to another workshop."	""	""
702	"01:44:27"	"Speaker 4"	"Well, I got a couple of servos. OK. And the arduino. If we wanted to do something hardware, wait, let me see. How many do I get? I got. 1-2. OK, three servos, which is what we needed. And then our."	""	""
703	"01:44:49"	"Speaker 3"	"Oh, here's an idea. We can make an instrument using Arduino."	"Topic generation"	"Design process"
704	"01:44:55"	"Speaker 2"	"Right. What kind of instrument?"	"Asking for idea clarification"	"Project"
705	"01:44:58"	"Speaker 3"	"Any instrument somehow I remember like  one of my friends we actually had this idea but we never did it. You can make like sounds based on like a a distance meter. So like that was one idea or like a flex sensor. So the more you flex it just increases the pitch, kind of like a theramin sort of but like just using sensors a bit. And it was produce sounds or something at least you produce music that way."	"Explanation of an idea"	"Project"
706	"01:45:39"	"Speaker 3"	"That's, I guess the more fun bit though, so."	""	""
707	"01:45:43"	"Speaker 2"	"That sounds pretty cool, yeah."	"Validation of idea"	"Project"
708	"01:45:54"	"Speaker 1"	"What are we stuck on right now?"	"Process, Facilitation"	"Team process"
709	"01:45:58"	"Speaker 3"	"The thing is, I would love to do this, but I have no idea how we would go about it. Like I I I'm I have zero clue where to even start it's. It's pretty cool. But I don't know what where to start."	"Apprehension"	"Self-awareness"
710	"01:46:12"	"Speaker 1"	"This is where we can start. And look up detecting skin tone on computer vision and we can either use this entire scale or part of this scale."	""	""
711	"01:46:30"	"Speaker 3"	"OK."	""	""
712	"01:46:31"	"Speaker 1"	"And then like maybe like 1, 2, 3, 4, and call it a day. And then which colors match this? Which colors match this? Which colors? Which color?"	""	""
713	"01:46:41"	"Speaker 3"	"OK."	""	""
714	"01:46:43"	"Speaker 4"	"Yeah, you could just do an RGB value and calculate the difference between the patch of skin on someone's face and then calculate. Like how, how you know how far away is it? Like which one in which range would it be the closest to that's? OK. That's. Yeah, that's right, yeah."	""	""
715	"01:46:58"	"Speaker 1"	"So so OK, that's one. Right. We have one aspect of it which is…"	""	""
716	"01:47:10"	"Speaker 3"	"Like the skin tone, like like the color so."	""	""
717	"01:47:11"	"Speaker 1"	"Skin tones. Skin tone scale. We have the we have to detect the person in order to know that that's a skin tone patch that we can patch."	""	""
718	"01:47:26"	"Speaker 3"	"So the only concern I have is when detecting the person, I want to know like whether the camera or whatever it is that we're detecting, how is it able to like get that data? Like how are we going to get data from that camera when it sees something? yeah."	"Asking for idea clarification"	"Project"
719	"01:47:43"	"Speaker 1"	"Most likely using a library or else we'd have to do it from scratch,"	"Clarification of idea"	"Project"
720	"01:47:46"	"Speaker 3"	"That's what I'm saying. That's exactly right. Yeah. OK."	""	""
721	"01:47:50"	"Speaker 1"	"which is library,"	""	""
722	"01:47:54"	"Speaker 1"	"so that's part of the to do’s. We just pick which library does that the easiest."	""	""
723	"01:47:56"	"Speaker 3"	"And then which colors would probably have to look online somewhere? Like which ones probably have to do research on. Yes. Right. Like which which colors would match with that and we could create like a data set framework which gets that information from yes. That's quite literally it, right, like you would recommend."	""	""
724	"01:48:18"	"Speaker 1"	"He said data set. Will we need something like a database?"	"Asking for clarification"	"Clarification"
725	"01:48:26"	"Speaker 4"	"For detecting a person?"	""	""
726	"01:48:28"	"Speaker 1"	"Any of it."	""	""
727	"01:48:30"	"Speaker 4"	"I don't think we do."	""	""
728	"01:48:30"	"Speaker 3"	"If it's like, how would, how would you know what which colors? Based on the skin tone. Like where is it gonna get that information from?"	""	""
729	"01:48:38"	"Speaker 1"	"That that's that data is so tiny it doesn't even need to be in a database"	""	""
730	"01:48:42"	"Speaker 3"	"That's what I mean. So like, OK, fine. Then it could just be quite literally an array or something, yeah."	""	""
731	"01:48:47"	"Speaker 4"	"No, it would just be a folder of images or something. You just load it as bytes."	""	""
732	"01:48:49"	"Speaker 3"	"Folder. Yeah. OK, so this."	""	""
733	"01:48:53"	"Speaker 1"	"The reason why I asked is because would be the app list is a category."	""	""
734	"01:48:58"	"Speaker 1"	"That could have been talking that."	""	""
735	"01:48:59"	"Speaker 4"	"Oh oh yeah. The amount of data we're going to be working with is so small. To the point where, like unless we’re doing something where, like perhaps we're like talking to the cloud and like storing the users data or something. I don't see why we would need to use it and mongoDB's focus is like low latency and like no SQL, so it's like."	""	""
736	"01:49:16"	"Speaker 2"	"Mongo will do."	""	""
737	"01:49:17"	"Speaker 4"	"This focus is like low latency and like no no SQL, so it's like."	""	""
738	"01:49:22"	"Speaker 1"	"Doesn't make much sense"	""	""
739	"01:49:22"	"Speaker 4"	"Yeah. Like, maybe from a game development point, they actually have a lot of game development stuff."	""	""
740	"01:49:31"	"Speaker 3"	"That's basically this, but, so once we finish that like, that's the baseline then we can work on. Right."	""	""
741	"01:49:40"	"Speaker 1"	"This one we forgot."	""	""
742	"01:49:41"	"Speaker 3"	"Oh, web interface."	""	""
743	"01:49:43"	"Speaker 4"	"Yeah, sure. OK."	""	""
744	"01:49:45"	"Speaker 1"	"I wanna call dibs"	"Process, Task allocation"	"Team process"
745	"01:49:48"	"Speaker 3"	"OK, OK."	""	""
746	"01:49:54"	"Speaker 4"	"Yeah, we can divide and conquer that I think. Whatever you guys, whoever wants to do that."	"Process, Task allocation, Individual process suggestion"	"Team process"
747	"01:50:02"	"Speaker 1"	"It it evenly splits into four."	""	""
748	"01:50:06"	"Speaker 3"	"I think do the research, but I guess."	"Volunteering for task"	"Team process"
749	"01:50:16"	"Speaker 4"	"OK, you can pick I'm I'm OK with anything so."	""	""
750	"01:50:25"	"Speaker 2"	"yeah, same. I don't know, random."	""	""
751	"01:50:16"	"Speaker 4"	"Random? Eenie meenie minie mo?"	""	""
752	"01:50:36"	"Speaker 1"	"What's his name? Cool. All right."	""	""
753	"01:50:40"	"Speaker 4"	"Oh, she already did it? Cool."	"Task allocation"	"Team process"
754	"01:50:45"	"Speaker 1"	"Alright, am I getting your initials right?"	""	""
755	"01:50:48"	"Speaker 4"	"I think so. No, we're both there you go.. Alright I am going to start coding right now"	""	""
756	"01:50:50"	"Speaker 1"	"Time to take a nap"	"Fatigue"	"Self-awareness"
757	"01:50:53"	"Speaker 3"	"I'm going to take a picture of this."	""	""
758	"01:51:03"	"Speaker 1"	"You got a picture right there. From there you say the researchers are doing are scanning the whiteboard."	""	""
759	"01:51:23"	"Speaker 3"	"Honestly, like I think this is a cool baseline, but I would love to include like like version two. I feel like it be really cool like this could be like a lke a like a closet for the decider? Yeah. Like we could add layers to it after we did the baseline. Like maybe like I said, like based on the temperature. What should I wear or like based on I don't know body type, what what should I wear? Like what cloth item should I wear? Like a hoodie or shirt or maybe some? Trousers or like all like?"	"Expanding on idea"	"Project"
760	"01:51:58"	"Speaker 1"	"I think that."	""	""
761	"01:51:59"	"Speaker 3"	"All like combinations. You know what I mean? That would be. That would be really cool. The color is one thing, but then actually, knowing what you would wear is another thing."	""	""
762	"01:52:14"	"Speaker 4"	"So we should have a database of clothes, I guess, like different outfits or something."	""	""
763	"01:52:20"	"Speaker 3"	"Yeah, I can do research on that too."	""	""
764	"01:52:25"	"Speaker 4"	"I did. I have a database. Yeah. That I. Yeah, that I used for a project that I was doing for a professor and then, but I'm not sure if I can find it. I might be able to. And it. But it has, like thousands of codes in there, thousands of different."	""	""
765	"01:52:48"	"Speaker 3"	"That's cool."	""	""
766	"01:52:49"	"Speaker 4"	"Yeah. Yeah. Let me try to find it."	""	""
767	"01:52:52"	"Speaker 1"	"I put your weather as V3."	""	""
768	"01:52:59"	"Speaker 3"	"I think this would be cool. I like the idea a lot."	"Validation of idea"	"Project"
769	"01:53:02"	"Speaker 1"	"Yeah. Yeah, so."	""	""
770	"01:53:05"	"Speaker 3"	"What do you guys think?"	"Checking in with others"	"Team dynamics"
771	"01:53:05"	"Speaker 4"	"Yeah, that's good."	"Validation of idea"	"Project"
772	"01:53:05"	"Speaker 1"	"Yeah. Doable. Very doable."	"Feasibility of idea"	"Project"
773	"01:53:12"	"Speaker 3"	"I mean, it's doable and it's pretty nice. It's like."	""	""
774	"01:53:16"	"Speaker 1"	"And and following our categories. If we demonstrate using ourselves, we got the wow factor done because of the skin tone because of our our two Vs, we got the technical solid with the originality."	"Hackathon strategy, Team goal to win"	"Hackathon features, Team goal"
775	"01:53:30"	"Speaker 4"	"There you go."	""	""
776	"01:53:31"	"Speaker 1"	"Pretty solid. I think it's pretty original."	""	""
777	"01:53:33"	"Speaker 3"	"I think it's pretty cool I don't think a lot of people do it like on fashion. You know what I mean? So I think."	""	""
778	"01:53:39"	"Speaker 1"	"Design. I got that down Pat. OK, we have a solid shot."	"Team goal to win"	"Team goal"
779	"01:53:49"	"Speaker 2"	"Uhm"	"Apprehension"	"Self-awareness"
780	"01:53:54"	"Speaker 1"	"Depending on the pitch, we have a shot."	"Hackathon strategy"	"Hackathon features"
781	"01:53:54"	"Speaker 2"	"Yeah"	"Apprehension"	"Self-awareness"
782	"01:53:58"	"Speaker 4"	"What don't you like about it?"	"Clarification, Alignment of project with individual goal"	"Clarification, Alignment of goals"
783	"01:53:59"	"Speaker 3"	"The technical bit or?"	""	""
784	"01:54:04"	"Speaker 2"	"No, just uhm, we are aiming for like the biggest category, which is like general overall prize? Yeah, that's that's where I'm like, apprehensive. Yeah, that's the hardest to win. Hence the fear. Uhhhhh"	"Individual goal to win, Team goal to win, Apprehension"	"Individual goal, Team goal, Self-awareness"
785	"01:54:21"	"Speaker 1"	"There are 12 finalist teams."	""	""
786	"01:54:24"	"Speaker 2"	"Yeah, like 1000 hackers"	""	""
787	"01:54:28"	"Speaker 1"	"Which would be 100 teams."	""	""
788	"01:54:36"	"Speaker 4"	"We could still do that the control robot with camera gestures. I have the servos, which is the one, we could do that one."	"Suggestion to switch ideas to align with individual goal"	"Alignment of goals"
789	"01:54:40"	"Speaker 3"	"That's no, I don't want"	""	""
790	"01:54:43"	"Speaker 2"	"Nah I don't want to disrupt you, I mean, you guys clearly have got your flow, you know what I mean"	"Awareness of conflict inducing behaviour, Alignment of individual goal with team goal"	"Self-awareness, Alignment of goals"
791	"01:54:45"	"Speaker 3"	"The flow "	""	""
792	"01:54:49"	"Speaker 1"	"If we can have something like a use case for this."	"Revisiting other idea"	"Design process"
793	"01:54:53"	"Speaker 4"	"Yeah, I think that's missing a use case, yeah."	""	""
794	"01:54:59"	"Speaker 3"	"Like well over the use case for that be control robot, so it would just move like up and down. But we're talking."	"Clarification of idea"	"Project"
795	"01:55:07"	"Speaker 4"	"Like 3 axis movements so."	""	""
796	"01:55:13"	"Speaker 3"	"OK. But then like it, it mimics your hand, right? Or someones arm?"	""	""
797	"01:55:17"	"Speaker 4"	"The end effector? I don't know. It could just be a stick. Like it. Yeah, but it has three joints, so. But the goal is to mimic the, the arm, but then if?"	""	""
798	"01:55:20"	"Speaker 3"	"Yeah, OK."	""	""
799	"01:55:31"	"Speaker 3"	"You say that that's the only thing I'm concerned about because."	""	""
800	"01:55:33"	"Speaker 4"	"If the arm is fluid, or if the arm is much more, there's more degrees of freedom in the arm."	""	""
801	"01:55:38"	"Speaker 3"	"Like, that's what I mean. Like it's going to detect all like 6 degrees, right? Or is just going to take 3?"	""	""
802	"01:55:44"	"Speaker 3"	"Like, how would it do that? So I'm just going to be like"	""	""
803	"01:55:48"	"Speaker 4"	"There is a thing called open pose or something and it's able to detect like angles between each joint, yeah. And then so it should be able to do like angle between these and then this and then another."	"Explanation of an idea"	"Project"
804	"01:55:58"	"Speaker 3"	"And then calculate. The end effector, yeah. OK."	""	""
805	"01:56:00"	"Speaker 4"	"And then so like, I mean on the low level side, you would run a inverse kinematics. Inverse. Yeah. Yeah, or"	""	""
806	"01:56:07"	"Speaker 3"	"Or you could quite literally just."	""	""
807	"01:56:10"	"Speaker 4"	"It would have been should be lower."	""	""
808	"01:56:11"	"Speaker 3"	"Yeah, yeah, yeah. You wouldn't even need. You could just calculate the end effector itself like you want to need to. Yeah. Very simple or yeah."	""	""
809	"01:56:18"	"Speaker 4"	"It's very simple….in a way"	""	""
810	"01:56:21"	"Speaker 4"	"I mean the arm detection part, right? But then that's the thing. Like we have no spaces. But we use this up for that. It would be cool because I don't think anybody else has built like that, yeah. I don't think."	"Uniqueness of project"	"Project"
811	"01:56:38"	"Speaker 1"	"Is it feasible within a hackathon?"	"Feasibility of idea"	"Project"
812	"01:56:41"	"Speaker 4"	"I think if we find a way to mount the servos very well."	""	""
813	"01:56:43"	"Speaker 3"	"Oh am I muted?"	""	""
814	"01:56:48"	"Speaker 1"	"Why do you guys mute it so much?"	""	""
815	"01:56:50"	"Speaker 4"	"I don't know. I didn't touch it. I. Might have been an accident, but. Yeah, if we can mount the servers well enough it'll work. It's cool. It's a cool demo."	""	""
816	"01:57:00"	"Speaker 2"	"For sure. Wait, no, I feel pretty bad. I feel like I'm blocking you. Guys from that idea."	"Alignment of indivdual goal with team goal, Awareness of conflict inducing behaviour"	"Alignment of goals, Self-awareness"
817	"01:57:07"	"Speaker 3"	"It's okay, like everyone, everyone has their motivation in this like I get it. It's fine."	"Recognition of individual goals"	""
818	"01:57:15"	"Speaker 1"	"Whichever decision you want to get to it, we just gotta get to one."	"Forcing decision, Individual process suggestion"	"Team process"
819	"01:57:18"	"Speaker 2"	"OK, OK. Is it OK then if like? This is going to sound super asshole, but like is it OK then if like should I like split separately and do my own thing? I feel like I'm pushing this agenda on you guys, OK and it's like really, really like solo. Like it's it's like like I agree with you guys, you guys should be doing this for fun and like."	"Awareness of conflict inducing beaviour, Permission to leave team, Alignment of individual goal with team goal, Process"	"Self-awareness, Team dynamics, Alignment of goals, Team process"
820	"01:57:49"	"Speaker 3"	"No it's fine. I get that."	""	""
821	"01:57:50"	"Speaker 2"	"Yeah. What do you guys think? Like I'm honestly. OK, with that as well."	"Checking in with others"	"Team dynamics"
822	"01:57:58"	"Speaker 3"	"I get it bro. Like. No. Like everyone has their own motivations in this. Don’t feel bad, it's alright."	"Recognition of individual goals"	"Individual goal"
823	"01:58:01"	"Speaker 2"	"Yeah, yeah, yeah."	""	""
824	"01:58:04"	"Speaker 3"	"Like you came here. Like if you came here like you should do what you want to do. Right. You know what you feel most comfortable with"	"Alignment of individual goal with team goal"	"Alignment of goals"
825	"01:58:09"	"Speaker 2"	"Yeah. No, I mean, I'm not gonna lie. I didn't expect to be like this and I came here and now again I feel like I should, I just want to compete now. So yeah, yeah."	"Individual goal to win, Change of individual goal"	"Individual goal"
826	"01:58:17"	"Speaker 3"	"That's cool. OK."	""	""
827	"01:58:19"	"Speaker 2"	"But I don’t want to like screw you guys over at all so. I will leave this up for discussion."	"Awareness of conflict inducing behaviour, Process, Individual process suggestion"	"Self-awareness, Team process"
828	"01:58:27"	"Speaker 3"	"Its okay bro, don't worry about it. It's all good. Don't worry about it. But yeah, all right, sweet."	"Reassurance"	"Team dynamics"
829	"01:58:38"	"Speaker 4"	"We'll build something out so."	""	""
830	"01:58:41"	"Speaker 2"	"I mean, I think you guys can do this. I really think it's fun, I wish there was a computer vision prize."	"Reassurance"	"Team dynamics"
831	"01:58:42"	"Speaker 3"	"I lowkey like this idea."	"Validation of idea"	"Project"
832	"01:58:52"	"Speaker 2"	"Yeah, I know you guys like this idea, I feel really bad."	"Alignment of individual goal with team goal"	"Alignment of goals"
833	"01:58:52"	"Speaker 1"	"You don't gotta feel bad if you wanna do your thing. You do your thing, and then we'll just post again on the looking for team chat."	"Reassurance"	"Team dynamics"
834	"01:58:54"	"Speaker 3"	"Yeah, it's all good bro, really. Like, it's fine. Don't worry"	""	""
835	"01:58:56"	"Speaker 2"	"You guys okay?"	"Checking in with others"	"Team dynamics"
836	"01:58:59"	"Speaker 3"	"Yeah, 100%"	""	""
837	"01:59:07"	"Speaker 2"	"Alright. Yeah, yeah, yeah. Just checking."	""	""
838	"01:59:12"	"Speaker 3"	"Don't worry, like actually 100%. It's all good. Don't worry about it."	""	""
839	"01:59:14"	"Speaker 2"	"OK, OK. Alright. Thanks guys. Sorry about this."	""	""
840	"01:59:16"	"Speaker 4"	"Yeah, of course."	""	""
841	"01:59:17"	"Speaker 1"	"No worries."	""	""
842	"01:59:19"	"Speaker 2"	"So I will root for you guys to reach top 12."	"Well wishes"	"Team dynamics"
843	"01:59:23"	"Speaker 3"	"Hopefully you get one prize"	""	""
844	"01:59:26"	"Speaker 2"	"No, I'm not go to hope, maybe blockchain alright. Yeah, but yeah, yeah."	""	""
845	"01:59:30"	"Speaker 3"	"Sounds good. But hopefully we can. Pitch this idea in the group and hopefully someone."	"Recruitment of new team member"	"Team dynamics"
846	"01:59:41"	"Speaker 4"	"Yeah, yeah. And I can do the whole CV thing. So that's fine. No worries, I can do the whole CV thing so."	"Reassurance, Task allocation, Taking on duties of leaving team member "	"Team dynamics,Team process"
847	"01:59:49"	"Speaker 1"	"Don't think."	""	""
848	"01:59:49"	"Speaker 3"	"CV thing?"	""	""
849	"01:59:50"	"Speaker 1"	"The computer vision."	""	""
850	"01:59:52"	"Speaker 3"	"Yeah. OK. I was like someone was applying for a job?"	""	""
851	"01:59:56"	"Speaker 4"	"We'll be OK."	""	""
852	"01:59:58"	"Speaker 3"	"All right, good."	""	""
853	"02:00:01"	"Speaker 2"	"All right. Thanks guys."	""	""
854	"02:00:02"	"Speaker 3"	"Yeah, no worries, man."	""	""
855	"02:00:03"	"Speaker 2"	"Good luck, guys"	"Well wishes"	"Team dynamics"
856	"02:00:04"	"Speaker 3"	"Thank you."	""	""
857	"02:00:08"	"Speaker 2"	"Yeah, I was gonna. I was gonna."	""	""
858	"02:00:11"	"Speaker 1"	"Are you going to solo or try to find a different team?"	""	""
859	"02:00:11"	"Speaker 2"	"I don't know. I think I'll try to find. OK. But I'll think of an idea first for myself."	"Hackathon strategy"	"Hackathon features"
860	"02:00:15"	"Speaker 3"	"Are you thinking blockchain?"	""	""
861	"02:00:17"	"Speaker 2"	"Yes, yes. Yeah. Cause just the prize pool is crazy"	"Individual goal to win, Prizes"	"Individual goal, Hackathon features"
862	"02:00:19"	"Speaker 3"	"Sounds good."	""	""
863	"02:00:24"	"Speaker 2"	"Was this crazy? Holy shit, yeah."	""	""
864	"02:00:33"	"Speaker 3"	"Right"	""	""
865	"02:00:37"	"Speaker 4"	"This guy just said, you know, does anyone know where I can get more food? Relatable. Honestly relatable."	""	""
866	"02:00:42"	"Speaker 2"	"Both across the bridge. But I don't know but once."	""	""
867	"02:00:51"	"Speaker 4"	"Hopefully they do. Do they only let you take 1 snack?"	""	""
868	"02:00:54"	"Speaker 3"	"Or something. No, it's. I think it's. I just saw so many people just like, get food and food and food."	""	""
869	"02:00:59"	"Speaker 4"	"OK, I'm gonna look at something longer."	""	""
870	"02:01:01"	"Speaker 3"	"Yeah, I'll join you. I don't mind."	""	""
871	"02:01:02"	"Speaker 4"	"Yeah, let's go."	"Break"	"Hackathon features"
872	"02:01:05"	"Speaker 2"	"Should I leave this here?"	"Member leaves"	"Team dynamics"
873	"02:01:06"	"Speaker 1"	"Here we're all conquered and divided, right? You're all taking a break, yeah."	"Process"	"Team process"
874	"02:01:10"	"Speaker 3"	"Little break."	""	""
875	"02:01:18"	"Speaker 1"	"The reality star thing is really going on, I've never muted it."	""	""
876	"02:03:01"	"Speaker 3"	"Actually lowkey, I might get the food and then just hit the hay."	""	""
877	"02:03:12"	"Speaker 4"	"Yeah, right. I'll be grinding. Running just like this."	""	""
878	"02:03:12"	"Speaker 3"	"What are you going to be grinding on?"	""	""
879	"02:03:14"	"Speaker 4"	"We have a lot to do."	""	""
880	"02:03:14"	"Speaker 3"	"I may not be present tomorrow morning"	""	""
881	"02:03:16"	"Speaker 1"	"That's fair"	""	""
882	"02:03:23"	"Speaker 1"	"OK, like you gotta do like this spread. Leaving your laptop here overnight. Yeah, I will. So we're not leaving."	"Member leaves"	"Team dynamics"
883	"02:03:56"	"Speaker 4"	"Like ever like for 36 hours?"	""	""
884	"02:03:59"	"Speaker 4"	"So you guys are just going to be here like?"	""	""
885	"02:04:06"	"Speaker 4"	"Oh, OK."	""	""
886	"02:04:13"	"Speaker 4"	"But I just leave this bag and just got like good."	""	""
887	"02:04:18"	"Speaker 4"	"OK. I'll just leave it here. Is that OK? Thanks. Yeah, of course, yeah. Oh my God. And also, yeah, I'm fine. Fine. OK. Possibly. Yeah. You gonna be? Think it's snoring actually."	""	""
888	"02:05:12"	"Speaker 4"	"OK. It's going alright"	""	""
889	"02:05:22"	"Speaker 4"	"I'm just setting up some basic stuff right now. Copying some code from our previous project so that we can reuse them and then yeah, and nothing too complicated. It's a lot of workshops. So much."	""	""
890	"02:06:02"	"Speaker 3"	"Another person, actually two more people."	""	""
891	"02:06:06"	"Speaker 4"	"That's a lot of people."	""	""
892	"02:06:07"	"Speaker 3"	"Yeah, yeah"	""	""
893	"02:06:08"	"Speaker 4"	"Still looking for a team."	""	""
894	"02:06:25"	"Speaker 4"	"When are you going to go to sleep?"	"Fatigue"	"Self-awareness"
895	"02:06:30"	"Speaker 3"	"Soon"	""	""
896	"02:07:36"	"Speaker 4"	"I think I got"	""	""
897	"02:07:38"	"Speaker 3"	"Couple hours?"	""	""
898	"02:07:39"	"Speaker 4"	"One more hour in me. We'll see."	""	""
899	"02:07:42"	"Speaker 3"	"There is one who wants to meet us right now."	"First mention of new team member"	"Team dynamics"
900	"02:07:46"	"Speaker 4"	"OK."	""	""
901	"02:07:48"	"Speaker 3"	"I think [Speaker 5]"	""	""
902	"02:07:51"	"Speaker 4"	"Do [they], like, want to come here or what's that?"	""	""
903	"02:07:54"	"Speaker 3"	"I'll just wait by the door."	""	""
904	"02:07:58"	"Speaker 4"	"Yeah, I'll do."	""	""
905	"02:08:05"	"Speaker 3"	"Well, we may have to ask [them] about about that?"	""	""
906	"02:08:14"	"Speaker 4"	"Yeah. OK."	""	""
907	"02:09:16"	"Speaker 3"	"So this is Speaker 4"	""	""
908	"02:09:18"	"Speaker 3"	"Speaker 4."	""	""
